日期,翡翠水庫日平均水位/公尺,水庫有效蓄水量/百萬立方公尺,集水區平均雨量/毫米,水庫進流量/立方公尺,水庫放流量/立方公尺,進流量減放流量/立方公尺,南勢溪流量/立方公尺,南北勢溪合計原水量/立方公尺
7月3日,164.06,282.205,0,"642,248","1,498,248","-856,000","1,807,200","3,305,448"
7月4日,163.96,281.321,0.5,"646,552","1,500,552","-854,000","1,679,040","3,179,592"
7月5日,163.85,280.399,3,"476,056","1,501,056","-1,025,000","1,566,000","3,067,056"
7月6日,163.74,279.46,5.5,"649,488","1,501,488","-852,000","1,547,280","3,048,768"
7月7日,163.65,278.64,5.4,"472,352","1,493,352","-1,021,000","1,440,360","2,933,712"
7月8日,163.52,277.534,0,"569,512","1,504,512","-935,000","1,383,120","2,887,632"
7月9日,163.39,276.475,0,"523,688","1,796,688","-1,273,000","1,331,280","3,127,968"
7月10日,163.24,275.192,0,"581,124","1,766,124","-1,185,000","1,273,680","3,039,804"
7月11日,163.1,273.983,0,"448,396","1,800,396","-1,352,000","1,190,160","2,990,556"
7月12日,162.94,272.642,0,"450,000","1,800,000","-1,350,000","1,159,200","2,959,200"
7月13日,162.78,271.276,0,"412,648","1,926,648","-1,514,000","1,081,440","3,008,088"
7月14日,162.61,269.79,0,"416,628","1,928,628","-1,512,000","974,160","2,902,788"
7月15日,162.42,268.241,0,"409,356","2,083,356","-1,674,000","869,040","2,952,396"
7月16日,162.22,266.588,1.2,"428,628","2,099,628","-1,671,000","810,720","2,910,348"
7月17日,162.03,264.977,0.2,"433,592","2,099,592","-1,666,000","847,440","2,947,032"
7月18日,161.82,263.201,0,"352,984","2,346,984","-1,994,000","877,680","3,224,664"
7月19日,161.27,258.641,6.4,"880,432","6,579,432","-5,699,000","831,600","7,411,032"
7月20日,160.58,252.963,4.1,"984,284","6,628,284","-5,644,000","835,200","7,463,484"
7月21日,159.89,247.342,59.7,"1,588,244","6,776,244","-5,188,000","1,013,760","7,790,004"
7月22日,159.44,243.677,88.2,"8,409,284","13,873,284","-5,464,000","6,950,880","20,824,164"
7月23日,158.58,237.131,109.9,"20,353,896","18,832,896","1,521,000","21,006,000","39,838,896"
7月24日,161.96,265.395,168.1,"48,091,640","5,597,640","42,494,000","54,057,600","59,655,240"
7月25日,164.78,288.565,0,"8,029,000",0,"8,029,000","20,091,600","20,091,600"
7月26日,165.35,293.407,0.6,"3,135,000",0,"3,135,000","9,633,600","9,633,600"
7月27日,165.57,295.257,0.1,"2,337,424","2,861,424","-524,000","6,904,800","9,766,224"
7月28日,165.47,294.329,0,"1,597,568","2,033,568","-436,000","5,857,200","7,890,768"
7月29日,165.44,294.093,13,"1,570,092","1,483,092","87,000","5,803,200","7,286,292"
7月30日,165.44,294.122,0.6,"1,124,584","1,036,584","88,000","4,996,800","6,033,384"
7月31日,165.55,295.174,64.3,"3,584,000",0,"3,584,000","8,154,000","8,154,000"
8月1日,166.01,299.192,0.8,"2,898,000",0,"2,898,000","7,221,600","7,221,600"
8月2日,166.27,301.464,11.9,"2,113,000",0,"2,113,000","6,181,200","6,181,200"
8月3日,166.56,304.092,55.7,"5,562,932","1,318,932","4,244,000","10,087,200","11,406,132"
8月4日,166.95,307.423,12.8,"7,180,860","6,736,860","444,000","12,916,800","19,653,660"
8月5日,166.82,306.226,1.8,"4,443,832","6,746,832","-2,303,000","10,364,400","17,111,232"
8月6日,166.48,303.202,7.3,"3,322,904","6,764,904","-3,442,000","7,084,800","13,849,704"
8月7日,166.32,302.001,86.5,"10,782,856","6,632,856","4,150,000","12,589,200","19,222,056"
8月8日,166.96,307.579,14.1,"9,395,312","6,735,312","2,660,000","12,369,600","19,104,912"
8月9日,166.97,307.556,5.9,"4,961,716","6,736,716","-1,775,000","8,071,200","14,807,916"
8月10日,166.69,305.109,5.2,"4,166,360","6,732,360","-2,566,000","9,118,800","15,851,160"
8月11日,166.65,304.784,7.9,"2,862,748","2,420,748","442,000","9,745,200","12,165,948"
8月12日,166.68,304.983,4.5,"2,351,396","2,439,396","-88,000","7,570,800","10,010,196"
8月13日,166.59,304.169,17.6,"2,644,472","3,263,472","-619,000","7,099,200","10,362,672"
8月14日,166.6,304.242,1.2,"2,087,260","2,440,260","-353,000","5,914,800","8,355,060"
8月15日,166.46,303.025,1.8,"1,699,764","3,286,764","-1,587,000","4,914,000","8,200,764"
8月16日,166.26,301.277,4.8,"1,618,652","3,290,652","-1,672,000","4,741,200","8,031,852"
8月17日,166.08,299.639,28.1,"1,893,032","3,298,032","-1,405,000","5,896,800","9,194,832"
8月18日,165.95,298.658,21.6,"4,676,980","4,150,980","526,000","8,384,400","12,535,380"
8月19日,166.05,299.5,15.6,"4,886,328","4,271,328","615,000","10,234,800","14,506,128"
8月20日,166.08,299.697,1,"3,224,576","5,567,832","-2,343,256","8,344,800","13,912,632"
8月21日,165.91,298.238,0,"2,211,512","4,141,512","-1,930,000","6,058,800","10,200,312"
8月22日,165.66,296.025,0,"1,767,840","4,128,840","-2,361,000","4,820,400","8,949,240"
8月23日,165.52,294.809,0,"1,310,940","2,444,940","-1,134,000","3,798,000","6,242,940"
8月24日,165.38,293.603,5.5,"1,102,004","1,886,004","-784,000","4,032,000","5,918,004"
8月25日,165.3,292.88,10.7,"959,364","1,481,364","-522,000","3,582,000","5,063,364"
8月26日,165.24,292.377,1.4,"873,220","1,481,220","-608,000","3,256,200","4,737,420"
8月27日,165.16,291.703,0,"789,064","1,484,064","-695,000","2,800,440","4,284,504"
8月28日,165.08,290.94,0,"704,216","1,485,216","-781,000","2,714,760","4,199,976"
8月29日,164.98,290.116,1.9,"620,440","1,486,440","-866,000","2,504,160","3,990,600"
8月30日,164.89,289.343,2.1,"571,136","917,136","-346,000","2,301,840","3,218,976"
8月31日,164.86,289.044,0.4,"495,244","755,244","-260,000","2,192,760","2,948,004"
9月1日,164.82,288.748,0,"407,552","753,552","-346,000","2,030,040","2,783,592"
9月2日,164.78,288.417,0,"410,712","755,712","-345,000","1,841,760","2,597,472"
9月3日,164.74,288.053,1.6,"522,084","1,041,084","-519,000","1,780,560","2,821,644"
9月4日,164.68,287.546,1.9,"573,756","918,756","-345,000","1,700,640","2,619,396"
9月5日,164.63,287.125,0.9,"441,000","1,044,000","-603,000","1,584,000","2,628,000"
9月6日,164.56,286.45,1.5,"427,516","1,203,516","-776,000","1,618,200","2,821,716"
9月7日,164.47,285.707,0,"432,324","1,206,324","-774,000","1,537,920","2,744,244"
9月8日,164.36,284.789,0,"387,432","1,332,432","-945,000","1,512,000","2,844,432"
9月9日,164.24,283.723,4.8,"522,296","2,494,296","-1,972,000","1,406,160","3,900,456"
9月10日,163.96,281.278,4.8,"584,484","3,062,484","-2,478,000","1,368,000","4,430,484"
9月11日,163.58,278.058,23.2,"995,028","4,229,028","-3,234,000","1,441,440","5,670,468"
9月12日,163.64,279.023,169.9,"18,827,944","6,922,944","11,905,000","15,025,320","21,948,264"
9月13日,165.14,291.596,0,"8,484,876","2,841,876","5,643,000","10,441,080","13,282,956"
9月14日,165.58,295.373,0,"2,776,852","768,852","2,008,000","4,642,200","5,411,052"
9月15日,165.72,296.587,0,"1,737,820","1,475,820","262,000","3,243,600","4,719,420"
9月16日,165.73,296.623,2.5,"1,388,928","1,475,928","-87,000","2,882,160","4,358,088"
9月17日,165.71,296.492,16.1,"1,476,900","1,476,900",0,"2,763,360","4,240,260"
9月18日,165.7,296.361,0.2,"1,040,368","1,477,368","-437,000","2,491,200","3,968,568"
9月19日,165.64,295.868,0,"954,096","1,479,096","-525,000","2,348,640","3,827,736"
9月20日,165.57,295.22,0,"780,232","1,478,232","-698,000","2,135,880","3,614,112"
9月21日,165.5,294.606,10.8,"1,042,772","1,478,772","-436,000","2,243,160","3,721,932"
9月22日,165.45,294.195,2,"1,044,428","1,480,428","-436,000","2,379,600","3,860,028"
9月23日,165.39,293.632,0.2,"696,500","1,480,500","-784,000","2,018,160","3,498,660"
9月24日,165.3,292.859,14.5,"786,516","1,482,516","-696,000","1,890,000","3,372,516"
9月25日,165.26,292.561,2.4,"1,396,632","1,483,632","-87,000","1,844,640","3,328,272"
9月26日,165.22,292.163,0.7,"876,460","1,484,460","-608,000","1,675,440","3,159,900"
9月27日,165.14,291.486,0,"702,632","1,483,632","-781,000","1,589,760","3,073,392"
9月28日,165.05,290.686,0,"705,720","1,485,720","-780,000","1,507,680","2,993,400"
9月29日,164.95,289.805,0,"532,144","1,485,144","-953,000","1,452,600","2,937,744"
9月30日,164.84,288.893,0,"535,512","1,486,512","-951,000","1,383,120","2,869,632"
10月1日,164.72,287.83,0.8,"542,732","1,491,732","-949,000","1,340,640","2,832,372"
10月2日,164.61,286.877,0,"542,364","1,490,364","-948,000","1,313,280","2,803,644"
10月3日,164.49,285.847,0,"457,940","1,490,940","-1,033,000","1,244,880","2,735,820"
10月4日,164.36,284.757,3.9,"491,668","1,780,668","-1,289,000","1,212,480","2,993,148"
10月5日,164.22,283.548,12.6,"667,784","1,781,784","-1,114,000","1,373,040","3,154,824"
10月6日,164.09,282.458,18,"845,580","1,787,580","-942,000","1,271,160","3,058,740"
10月7日,163.99,281.552,4.1,"679,136","1,790,136","-1,111,000","1,165,680","2,955,816"
10月8日,163.86,280.445,1.4,"717,032","1,912,032","-1,195,000","1,106,640","3,018,672"
10月9日,163.72,279.265,8.1,"808,208","1,916,208","-1,108,000","1,119,600","3,035,808"
10月10日,163.6,278.267,9.2,"944,168","1,794,168","-850,000","1,078,560","2,872,728"
10月11日,163.87,280.814,142.7,"11,561,292","2,489,292","9,072,000","10,176,480","12,665,772"
10月12日,165.89,298.227,72.8,"23,197,504","6,795,504","16,402,000","46,656,000","53,451,504"
10月13日,166.83,306.581,74.7,"15,702,348","6,744,348","8,958,000","38,588,400","45,332,748"
10月14日,167.93,316.271,15.1,"12,862,060","6,690,060","6,172,000","16,275,600","22,965,660"
10月15日,168.13,317.918,0.9,"5,862,980","6,670,980","-808,000","9,385,200","16,056,180"
10月16日,167.96,316.614,106,"9,635,100","6,938,100","2,697,000","7,974,000","14,912,100"
10月17日,168.98,325.63,42.9,"20,549,920","14,857,920","5,692,000","16,509,600","31,367,520"
10月18日,168.3,319.335,1.4,"10,485,600","20,397,600","-9,912,000","9,651,600","30,049,200"
10月19日,167.58,312.922,0.1,"5,135,664","10,757,664","-5,622,000","6,566,400","17,324,064"
10月20日,166.9,306.841,0.8,"3,513,988","9,101,988","-5,588,000","4,928,400","14,030,388"
10月21日,166.39,302.357,12.9,"2,716,024","6,771,024","-4,055,000","4,208,400","10,979,424"
10月22日,166,299.061,40.5,"5,588,712","6,731,712","-1,143,000","5,007,600","11,739,312"
10月23日,166.31,301.802,15.5,"5,792,900","2,448,900","3,344,000","6,494,400","8,943,300"
10月24日,166.53,303.713,33,"6,340,620","4,132,620","2,208,000","6,159,600","10,292,220"
10月25日,166.92,307.21,22.5,"8,463,328","4,118,328","4,345,000","6,584,400","10,702,728"
10月26日,167.12,308.932,1,"5,847,672","6,735,672","-888,000","5,814,000","12,549,672"
10月27日,166.9,306.869,0.1,"3,821,228","6,747,228","-2,926,000","4,605,120","11,352,348"
10月28日,166.55,303.852,0,"2,553,348","4,233,348","-1,680,000","3,740,400","7,973,748"
10月29日,166.58,304.121,0.5,"1,647,024","1,470,024","177,000","3,204,000","4,674,024"
10月30日,166.59,304.176,1.9,"1,382,960","1,470,960","-88,000","2,884,680","4,355,640"
10月31日,166.57,303.992,6.3,"1,207,220","1,472,220","-265,000","2,781,000","4,253,220"
11月1日,166.57,304.084,1.5,"1,060,000",0,"1,060,000","2,609,280","2,609,280"
11月2日,166.68,305.031,3.1,"884,000",0,"884,000","2,525,760","2,525,760"
11月3日,166.77,305.853,3.3,"961,388","341,388","620,000","2,455,920","2,797,308"
11月4日,166.84,306.414,3.4,"873,208","341,208","532,000","2,442,960","2,784,168"
11月5日,166.9,306.939,0.2,"1,110,316","755,316","355,000","2,334,240","3,089,556"
11月6日,166.93,307.29,0,"904,376","461,376","443,000","2,121,120","2,582,496"
11月7日,166.98,307.719,0,"815,296","460,296","355,000","1,927,800","2,388,096"
11月8日,167.08,308.625,32.9,"2,150,528","462,528","1,688,000","3,029,760","3,492,288"
11月9日,167.25,310.025,1.2,"1,766,836","1,855,836","-89,000","2,745,000","4,600,836"
11月10日,167.22,309.762,0,"1,448,528","1,893,528","-445,000","2,273,760","4,167,288"
11月11日,167.15,309.177,0,"1,239,480","1,860,480","-621,000","2,015,280","3,875,760"
11月12日,167.06,308.388,7.1,"1,100,544","2,165,544","-1,065,000","1,915,920","4,081,464"
11月13日,166.91,307.05,17.3,"1,544,264","2,697,264","-1,153,000","2,109,600","4,806,864"
11月14日,166.87,306.706,1.9,"1,153,000",0,"1,153,000","1,980,720","1,980,720"
11月15日,166.96,307.515,0,"1,275,632","1,186,632","89,000","1,882,080","3,068,712"
11月16日,166.93,307.205,0,"1,037,676","1,304,676","-267,000","1,765,800","3,070,476"
11月17日,166.94,307.275,1.6,"936,812","1,024,812","-88,000","1,685,520","2,710,332"
11月18日,166.92,307.179,5,"904,356","904,356",0,"1,597,680","2,502,036"
11月19日,166.93,307.194,3.3,"905,292","905,292",0,"1,540,800","2,446,092"
11月20日,166.94,307.316,24.8,"1,628,768","1,185,768","443,000","2,090,160","3,275,928"
11月21日,167.07,308.514,0.1,"2,043,000",0,"2,043,000","2,328,840","2,328,840"
11月22日,167.26,310.184,16.8,"1,832,768","1,032,768","800,000","2,121,840","3,154,608"
11月23日,167.28,310.37,8.1,"2,479,952","2,657,952","-178,000","2,502,720","5,160,672"
11月24日,167.33,310.785,0.3,"2,128,776","1,861,776","267,000","2,409,840","4,271,616"
11月25日,167.35,310.93,6.7,"1,637,872","1,459,872","178,000","2,260,080","3,719,952"
11月26日,167.37,311.182,39,"3,820,016","2,306,016","1,514,000","2,593,440","4,899,456"
11月27日,167.65,313.661,34.3,"6,782,748","4,103,748","2,679,000","3,396,960","7,500,708"
11月28日,167.89,315.777,13.7,"8,147,260","6,715,260","1,432,000","4,064,400","10,779,660"
11月29日,167.92,316.012,6.1,"5,996,784","6,713,784","-717,000","3,612,600","10,326,384"
11月30日,167.71,314.148,4.1,"4,043,000","6,723,000","-2,680,000","3,118,680","9,841,680"
12月1日,167.35,310.897,0,"2,754,776","5,605,776","-2,851,000","2,896,920","8,502,696"
12月2日,167.3,310.488,0,"1,627,112","1,004,112","623,000","2,666,880","3,670,992"
12月3日,167.34,310.885,0.1,"1,206,700","1,028,700","178,000","2,389,680","3,418,380"
12月4日,167.35,310.989,0,"1,024,992","1,024,992",0,"2,180,160","3,205,152"
12月5日,167.35,310.974,14.3,"1,340,772","1,874,772","-534,000","2,008,080","3,882,852"
12月6日,167.17,309.351,21.2,"1,258,004","2,147,004","-889,000","1,889,280","4,036,284"
12月7日,167.46,311.647,4.1,"5,292,872","1,873,872","3,419,000","2,265,120","4,138,992"
12月8日,167.54,312.63,0.7,"2,701,584","2,701,584",0,"2,062,080","4,763,664"
12月9日,167.61,313.307,5.2,"1,838,732","1,302,732","536,000","1,867,680","3,170,412"
12月10日,167.66,313.761,8,"1,660,200","1,303,200","357,000","1,889,640","3,192,840"
12月11日,167.74,314.439,1.4,"2,193,384","1,299,384","894,000","1,917,000","3,216,384"
12月12日,167.81,315.079,20.5,"2,050,108","1,872,108","178,000","1,807,200","3,679,308"
12月13日,167.81,315.102,27,"4,894,608","3,820,608","1,074,000","2,481,840","6,302,448"
12月14日,167.87,315.635,1.6,"4,106,980","4,375,980","-269,000","2,698,920","7,074,900"
12月15日,167.76,314.636,1.2,"2,875,276","4,395,276","-1,520,000","2,455,920","6,851,196"
12月16日,167.63,313.489,0,"1,799,984","1,977,984","-178,000","2,229,120","4,207,104"
12月17日,167.72,314.323,15.8,"1,790,408","897,408","893,000","2,183,400","3,080,808"
12月18日,167.83,315.251,0.4,"1,845,476","1,576,476","269,000","2,489,760","4,066,236"
12月19日,167.84,315.284,0,"1,510,328","1,868,328","-358,000","2,261,160","4,129,488"
12月20日,167.75,314.509,1.2,"1,223,376","2,117,376","-894,000","2,009,520","4,126,896"
12月21日,167.68,313.906,8,"986,976","896,976","90,000","1,806,480","2,703,456"
12月22日,167.7,314.096,10.5,"1,177,684","909,684","268,000","1,796,760","2,706,444"
12月23日,167.72,314.282,1.4,"1,027,404","1,027,404",0,"1,731,600","2,759,004"
12月24日,167.72,314.275,1,"1,029,276","1,029,276",0,"1,724,400","2,753,676"
12月25日,167.74,314.454,33.3,"1,823,808","1,019,808","804,000","1,937,520","2,957,328"
12月26日,167.95,316.381,21.9,"4,911,956","3,121,956","1,790,000","2,648,520","5,770,476"
12月27日,168.07,317.416,13.6,"4,729,660","4,101,660","628,000","2,787,480","6,889,140"
12月28日,168.15,318.109,1.1,"3,473,152","2,575,152","898,000","2,765,520","5,340,672"
12月29日,168.22,318.749,0.4,"2,310,048","2,130,048","180,000","2,468,160","4,598,208"
12月30日,168.2,318.502,0.2,"1,857,808","2,396,808","-539,000","2,243,520","4,640,328"
12月31日,168.16,318.232,1.4,"1,244,456","615,456","629,000","2,050,560","2,666,016"

